presFesto-0[V] 	DigOut-1[V]	MPX100-2[V]	HAF075#2-9[V]
7.004	0.563	2.045	2.503
7.003	0.563	2.045	2.501
7.004	0.564	2.045	2.502
7.002	0.563	2.045	2.501
7.003	0.563	2.049	2.501
7.007	0.563	2.045	2.500
7.006	0.563	2.044	2.502
7.006	0.563	2.045	2.500
7.001	0.563	2.044	2.502
7.005	0.563	2.045	2.502
7.001	0.564	2.045	2.503
7.004	0.563	2.044	2.502
7.006	0.563	2.043	2.502
7.006	0.563	2.045	2.500
7.002	0.563	2.045	2.500
7.003	0.563	2.045	2.500
7.003	0.563	2.045	2.504
7.004	0.563	2.046	2.502
7.006	0.563	2.044	2.503
7.005	0.563	2.045	2.502
7.004	0.563	2.045	2.503
7.007	0.564	2.044	2.502
7.005	0.564	2.045	2.503
7.004	0.563	2.044	2.502
7.004	0.563	2.045	2.501
7.004	0.563	2.047	2.502
7.006	0.563	2.044	2.501
7.005	0.563	2.043	2.504
7.004	0.563	2.045	2.503
7.007	0.564	2.043	2.502
7.002	0.564	2.043	2.501
7.007	0.564	2.044	2.501
7.005	0.563	2.047	2.503
7.007	0.564	2.046	2.501
7.004	0.563	2.046	2.501
7.006	0.563	2.044	2.501
7.002	0.563	2.044	2.500
7.006	0.563	2.045	2.501
7.007	0.563	2.044	2.502
7.004	0.563	2.046	2.502
7.003	0.563	2.045	2.501
7.005	0.563	2.042	2.500
7.003	0.564	2.044	2.501
7.004	0.563	2.046	2.501
7.007	0.563	2.047	2.502
7.004	0.564	2.044	2.501
7.003	0.563	2.045	2.501
7.003	0.564	2.044	2.502
7.003	0.563	2.045	2.501
7.004	0.564	2.045	2.499
7.007	0.564	2.043	2.501
7.005	0.563	2.046	2.501
7.003	0.563	2.044	2.501
7.007	0.563	2.046	2.502
7.006	0.563	2.043	2.501
7.004	0.563	2.046	2.501
7.004	0.563	2.043	2.502
7.006	0.563	2.043	2.503
7.005	0.563	2.047	2.503
7.005	0.563	2.044	2.501
7.005	0.563	2.046	2.502
7.004	0.563	2.045	2.502
7.004	0.564	2.047	2.503
7.004	0.563	2.046	2.502
7.005	0.563	2.044	2.500
7.004	0.564	2.045	2.501
7.002	0.562	2.045	2.501
7.004	0.563	2.044	2.502
7.002	0.562	2.048	2.504
7.007	0.563	2.045	2.504
7.004	0.563	2.046	2.504
7.004	0.564	2.045	2.503
7.004	0.564	2.045	2.502
7.004	0.563	2.048	2.501
7.004	0.563	2.046	2.502
7.006	0.563	2.042	2.502
7.004	0.563	2.045	2.504
7.004	0.563	2.047	2.502
7.006	0.563	2.046	2.502
7.004	0.564	2.047	2.502
7.007	0.564	2.048	2.503
7.006	0.564	2.042	2.502
7.004	0.564	2.046	2.501
7.004	0.564	2.045	2.502
7.005	0.563	2.046	2.502
7.007	0.563	2.043	2.503
7.008	0.563	2.047	2.504
7.003	0.563	2.047	2.503
7.002	0.564	2.048	2.503
7.003	0.563	2.046	2.504
7.006	0.563	2.046	2.505
7.007	0.563	2.048	2.504
7.005	0.564	2.047	2.504
7.004	0.563	2.046	2.503
7.006	0.563	2.047	2.502
7.003	0.563	2.046	2.502
7.008	0.563	2.046	2.502
7.006	0.563	2.048	2.504
7.003	0.563	2.044	2.503
7.006	0.563	2.044	2.502
7.002	0.563	2.044	2.503
7.007	0.563	2.047	2.504
7.005	0.563	2.046	2.504
7.005	0.563	2.047	2.501
7.005	0.563	2.049	2.503
7.002	0.563	2.047	2.502
7.003	0.563	2.045	2.502
7.003	0.563	2.044	2.504
7.003	0.563	2.045	2.505
7.006	0.563	2.047	2.504
7.002	0.564	2.046	2.504
7.004	0.563	2.047	2.504
7.006	0.563	2.046	2.503
7.006	0.563	2.044	2.503
7.003	0.563	2.047	2.504
7.005	0.563	2.046	2.502
7.003	0.563	2.047	2.502
7.005	0.564	2.045	2.502
7.006	0.563	2.048	2.502
7.004	0.563	2.048	2.502
7.004	0.563	2.046	2.503
7.005	0.564	2.043	2.503
7.001	0.563	2.045	2.503
7.007	0.563	2.045	2.503
7.002	0.563	2.046	2.502
7.002	0.564	2.046	2.501
7.005	0.563	2.045	2.504
7.004	0.564	2.046	2.501
7.005	0.563	2.047	2.501
7.005	0.563	2.046	2.502
7.003	0.563	2.047	2.502
7.004	0.562	2.044	2.503
7.006	0.564	2.045	2.502
7.003	0.564	2.047	2.501
7.007	0.563	2.044	2.502
7.005	0.563	2.044	2.501
7.004	0.563	2.047	2.503
7.004	0.563	2.045	2.501
7.003	0.563	2.045	2.502
7.006	0.563	2.043	2.502
7.007	0.563	2.044	2.502
7.001	0.564	2.044	2.502
7.006	0.564	2.047	2.503
7.005	0.564	2.045	2.502
7.004	0.563	2.045	2.502
7.006	0.564	2.045	2.501
7.005	0.563	2.045	2.501
7.002	0.563	2.044	2.500
7.005	0.562	2.047	2.501
7.004	0.563	2.044	2.502
7.007	0.563	2.045	2.502
7.005	0.563	2.046	2.503
7.002	0.563	2.045	2.502
7.004	0.563	2.046	2.503
7.005	0.564	2.047	2.503
7.006	0.563	2.047	2.503
7.007	0.564	2.044	2.503
7.002	0.563	2.048	2.503
7.004	0.563	2.046	2.503
7.003	0.564	2.043	2.502
7.004	0.564	2.047	2.502
7.004	0.563	2.046	2.504
7.004	0.564	2.044	2.503
7.002	0.564	2.045	2.502
7.005	0.563	2.046	2.503
7.003	0.563	2.043	2.503
7.005	0.564	2.046	2.502
7.006	0.563	2.045	2.503
7.004	0.563	2.045	2.502
7.004	0.564	2.048	2.502
7.005	0.563	2.048	2.501
7.004	0.563	2.046	2.502
7.005	0.563	2.044	2.504
7.005	0.563	2.047	2.503
7.003	0.563	2.043	2.502
7.006	0.563	2.044	2.504
7.004	0.563	2.045	2.502
7.005	0.563	2.046	2.504
7.006	0.563	2.046	2.503
7.004	0.563	2.044	2.503
7.003	0.563	2.046	2.503
7.004	0.564	2.045	2.501
7.006	0.564	2.046	2.503
7.006	0.563	2.043	2.501
7.006	0.563	2.043	2.502
7.002	0.563	2.045	2.502
7.003	0.563	2.045	2.499
7.004	0.563	2.043	2.501
7.004	0.563	2.047	2.501
7.003	0.563	2.044	2.501
7.004	0.563	2.044	2.502
7.002	0.563	2.047	2.503
7.007	0.563	2.044	2.501
7.004	0.563	2.046	2.504
7.007	0.564	2.043	2.504
7.004	0.563	2.045	2.504
7.003	0.563	2.047	2.501
7.006	0.564	2.044	2.504
7.006	0.564	2.046	2.504
7.005	0.563	2.045	2.505
7.004	0.563	2.046	2.503
7.006	0.562	2.047	2.503
7.004	0.563	2.045	2.504
7.005	0.563	2.045	2.502
7.005	0.563	2.046	2.503
7.002	0.563	2.045	2.502
7.003	0.563	2.045	2.503
7.006	0.562	2.045	2.503
7.003	0.563	2.046	2.503
7.005	0.563	2.043	2.503
7.006	0.563	2.045	2.502
7.004	0.563	2.045	2.502
7.002	0.563	2.046	2.502
7.006	0.563	2.042	2.502
7.005	0.563	2.044	2.502
7.009	0.563	2.045	2.502
7.005	0.563	2.044	2.502
7.002	0.563	2.047	2.502
7.005	0.563	2.045	2.502
7.005	0.563	2.047	2.503
7.005	0.563	2.046	2.504
7.001	0.564	2.043	2.503
7.003	0.563	2.046	2.504
7.004	0.563	2.047	2.503
7.005	0.563	2.045	2.500
7.009	0.563	2.046	2.503
7.006	0.563	2.048	2.502
7.004	0.563	2.047	2.502
7.003	0.563	2.045	2.501
7.005	0.563	2.045	2.504
7.005	0.563	2.047	2.502
7.006	0.563	2.047	2.504
7.004	0.563	2.045	2.503
7.005	0.563	2.048	2.502
7.003	0.563	2.045	2.502
7.007	0.563	2.047	2.503
7.006	0.562	2.044	2.504
7.005	0.563	2.044	2.505
7.005	0.563	2.048	2.502
7.003	0.564	2.046	2.502
7.005	0.563	2.043	2.502
7.004	0.563	2.046	2.501
7.007	0.563	2.044	2.501
7.006	0.563	2.049	2.503
7.002	0.562	2.047	2.501
7.004	0.563	2.047	2.501
7.005	0.563	2.048	2.501
7.005	0.563	2.047	2.501
7.004	0.563	2.043	2.501
7.004	0.563	2.044	2.502
7.005	0.563	2.044	2.502
7.007	0.562	2.043	2.500
7.005	0.563	2.046	2.502
7.007	0.562	2.045	2.501
7.004	0.563	2.044	2.500
7.004	0.563	2.046	2.502
7.005	0.563	2.048	2.504
7.005	0.564	2.047	2.502
7.007	0.563	2.044	2.501
7.005	0.564	2.046	2.502
7.006	0.563	2.046	2.502
7.005	0.563	2.047	2.504
7.005	0.563	2.043	2.502
7.003	0.563	2.046	2.502
7.003	0.563	2.046	2.502
7.005	0.563	2.043	2.501
7.005	0.564	2.046	2.501
7.002	0.563	2.046	2.502
7.006	0.563	2.046	2.500
7.005	0.563	2.045	2.501
7.003	0.562	2.049	2.502
7.001	0.563	2.046	2.502
7.007	0.563	2.047	2.503
7.004	0.563	2.045	2.502
7.001	0.563	2.046	2.501
7.002	0.563	2.047	2.502
7.005	0.563	2.047	2.504
7.003	0.564	2.045	2.503
7.006	0.563	2.046	2.502
7.004	0.562	2.047	2.503
7.005	0.563	2.045	2.501
7.004	0.563	2.046	2.500
7.004	0.563	2.047	2.502
7.006	0.563	2.047	2.502
7.004	0.563	2.048	2.501
7.004	0.563	2.046	2.502
7.004	0.563	2.045	2.503
7.006	0.564	2.048	2.502
7.003	0.563	2.045	2.503
7.007	0.563	2.046	2.506
7.007	0.563	2.047	2.501
7.005	0.563	2.048	2.503
7.003	0.563	2.046	2.503
7.006	0.563	2.049	2.503
7.002	0.563	2.047	2.505
7.008	0.563	2.044	2.503
7.007	0.563	2.048	2.503
7.005	0.563	2.045	2.501
7.003	0.563	2.046	2.503
7.006	0.563	2.047	2.506
7.003	0.563	2.047	2.502
7.004	0.563	2.048	2.504
7.004	0.563	2.045	2.502
7.004	0.564	2.048	2.501
7.004	0.563	2.047	2.503
7.007	0.564	2.047	2.502
7.007	0.563	2.044	2.502
7.006	0.563	2.046	2.502
7.002	0.563	2.047	2.501
7.002	0.563	2.049	2.502
7.002	0.563	2.046	2.503
7.007	0.563	2.047	2.502
7.001	0.563	2.046	2.501
7.005	0.563	2.045	2.501
7.002	0.563	2.045	2.501
7.005	0.563	2.045	2.502
7.006	0.563	2.047	2.502
7.006	0.563	2.047	2.502
7.005	0.564	2.048	2.503
7.002	0.563	2.046	2.502
7.005	0.563	2.046	2.503
7.006	0.563	2.048	2.503
7.007	0.563	2.047	2.502
7.001	0.563	2.043	2.503
7.002	0.563	2.050	2.502
7.004	0.563	2.046	2.502
7.005	0.563	2.045	2.501
7.006	0.563	2.044	2.502
7.005	0.563	2.044	2.501
7.004	0.564	2.044	2.502
7.005	0.563	2.048	2.501
7.005	0.563	2.045	2.502
7.004	0.563	2.044	2.503
7.004	0.563	2.045	2.502
7.004	0.563	2.047	2.503
7.004	0.563	2.044	2.503
7.006	0.563	2.046	2.503
7.005	0.564	2.048	2.502
7.003	0.563	2.048	2.504
7.006	0.564	2.044	2.503
7.002	0.563	2.049	2.504
7.005	0.563	2.046	2.502
7.003	0.563	2.047	2.503
7.007	0.563	2.045	2.502
7.003	0.563	2.045	2.502
7.003	0.563	2.047	2.501
7.004	0.563	2.046	2.503
7.003	0.563	2.047	2.502
7.005	0.563	2.044	2.503
7.006	0.563	2.046	2.502
7.005	0.563	2.049	2.503
7.003	0.563	2.049	2.503
7.005	0.564	2.047	2.503
7.005	0.563	2.049	2.503
7.005	0.563	2.046	2.502
7.005	0.563	2.046	2.502
7.003	0.563	2.046	2.502
7.004	0.563	2.044	2.502
7.003	0.563	2.046	2.502
7.006	0.563	2.045	2.503
7.005	0.563	2.046	2.503
7.002	0.563	2.045	2.502
7.004	0.563	2.042	2.502
7.005	0.564	2.047	2.502
7.006	0.564	2.046	2.502
7.007	0.564	2.044	2.500
7.004	0.563	2.045	2.501
7.004	0.563	2.046	2.500
7.006	0.563	2.044	2.502
7.003	0.562	2.045	2.501
7.005	0.563	2.043	2.500
7.007	0.563	2.044	2.500
7.004	0.563	2.045	2.502
7.004	0.563	2.047	2.501
7.006	0.563	2.044	2.502
7.005	0.563	2.045	2.502
7.005	0.563	2.045	2.503
7.005	0.563	2.046	2.504
7.003	0.563	2.043	2.501
7.006	0.564	2.045	2.501
7.004	0.563	2.044	2.501
7.005	0.564	2.043	2.500
7.004	0.563	2.044	2.500
7.005	0.563	2.045	2.501
7.005	0.563	2.045	2.500
7.006	0.563	2.045	2.501
7.004	0.563	2.046	2.500
7.003	0.563	2.045	2.503
7.005	0.563	2.046	2.502
7.002	0.563	2.047	2.501
7.004	0.563	2.046	2.502
7.007	0.563	2.046	2.502
7.005	0.564	2.047	2.500
7.002	0.562	2.045	2.501
7.004	0.563	2.046	2.502
7.006	0.563	2.045	2.502
7.003	0.563	2.044	2.502
7.007	0.563	2.046	2.502
7.002	0.564	2.046	2.503
7.002	0.564	2.045	2.503
7.005	0.563	2.046	2.501
7.003	0.562	2.046	2.503
7.003	0.563	2.044	2.503
7.004	0.563	2.046	2.503
7.005	0.563	2.046	2.501
7.003	0.563	2.049	2.504
7.003	0.563	2.044	2.502
7.005	0.563	2.046	2.501
7.003	0.563	2.045	2.503
7.004	0.563	2.048	2.503
7.004	0.563	2.046	2.503
7.003	0.563	2.045	2.503
7.006	0.563	2.045	2.501
7.007	0.563	2.044	2.501
7.002	0.563	2.046	2.502
7.001	0.563	2.043	2.502
7.005	0.563	2.043	2.502
7.004	0.563	2.047	2.502
7.005	0.563	2.045	2.502
7.006	0.563	2.045	2.503
7.003	0.563	2.046	2.502
7.002	0.563	2.045	2.504
7.005	0.563	2.044	2.503
7.007	0.563	2.043	2.503
7.005	0.564	2.047	2.501
7.004	0.563	2.046	2.502
7.002	0.563	2.046	2.503
7.005	0.563	2.045	2.503
7.005	0.563	2.045	2.502
7.006	0.563	2.046	2.503
7.003	0.563	2.044	2.502
7.004	0.563	2.045	2.501
7.003	0.563	2.049	2.502
7.005	0.564	2.046	2.501
7.007	0.563	2.043	2.501
7.001	0.563	2.044	2.500
7.005	0.564	2.044	2.500
7.006	0.564	2.044	2.501
7.005	0.563	2.043	2.501
7.005	0.563	2.045	2.500
7.004	0.563	2.047	2.502
7.003	0.563	2.043	2.501
7.001	0.563	2.046	2.501
7.003	0.563	2.046	2.503
7.005	0.563	2.044	2.501
7.006	0.563	2.044	2.502
7.008	0.563	2.043	2.503
7.004	0.563	2.044	2.503
7.005	0.563	2.045	2.501
7.005	0.563	2.044	2.502
7.004	0.563	2.046	2.500
7.006	0.563	2.045	2.501
7.002	0.564	2.042	2.501
7.005	0.563	2.047	2.501
7.005	0.563	2.045	2.500
7.004	0.564	2.043	2.501
7.005	0.563	2.044	2.500
7.007	0.563	2.043	2.500
7.004	0.563	2.044	2.500
7.007	0.563	2.043	2.500
7.006	0.563	2.045	2.500
7.004	0.564	2.043	2.500
7.003	0.563	2.043	2.499
7.005	0.563	2.044	2.500
7.005	0.563	2.045	2.500
7.006	0.563	2.045	2.498
7.008	0.563	2.043	2.499
7.005	0.563	2.045	2.501
7.003	0.563	2.044	2.499
7.004	0.563	2.044	2.500
7.005	0.563	2.045	2.500
7.004	0.563	2.043	2.500
7.006	0.563	2.045	2.500
7.003	0.562	2.045	2.501
7.002	0.563	2.045	2.501
7.002	0.564	2.044	2.501
7.007	0.563	2.044	2.500
7.004	0.564	2.045	2.501
7.005	0.563	2.043	2.501
7.004	0.563	2.045	2.500
7.001	0.563	2.046	2.500
7.007	0.563	2.045	2.502
7.003	0.563	2.043	2.501
7.003	0.563	2.044	2.500
7.003	0.563	2.046	2.501
7.004	0.563	2.044	2.500
7.003	0.563	2.042	2.500
7.006	0.563	2.045	2.499
7.003	0.563	2.046	2.501
7.004	0.563	2.045	2.500
7.005	0.562	2.044	2.500
7.005	0.564	2.042	2.500
7.006	0.563	2.046	2.501
7.007	0.564	2.044	2.500
7.003	0.563	2.042	2.500
7.002	0.564	2.043	2.499
7.005	0.564	2.043	2.499
7.004	0.563	2.045	2.500
7.006	0.563	2.044	2.500
7.001	0.563	2.044	2.500
7.004	0.563	2.044	2.500
7.004	0.564	2.044	2.499
7.006	0.563	2.042	2.501
7.005	0.564	2.046	2.500
7.002	0.563	2.047	2.501
7.005	0.563	2.044	2.501
7.002	0.563	2.047	2.501
7.002	0.563	2.045	2.501
7.005	0.564	2.045	2.501
7.005	0.563	2.047	2.502
7.003	0.563	2.046	2.501
7.003	0.563	2.046	2.501
7.005	0.563	2.045	2.500
7.007	0.563	2.046	2.500
7.003	0.563	2.043	2.501
7.005	0.563	2.044	2.500
7.004	0.564	2.044	2.501
7.000	0.564	2.043	2.499
7.003	0.564	2.045	2.501
7.007	0.564	2.044	2.501
7.005	0.564	2.046	2.501
7.003	0.564	2.046	2.501
7.002	0.563	2.043	2.501
7.003	0.563	2.041	2.500
7.008	0.563	2.047	2.499
7.006	0.564	2.043	2.500
7.005	0.562	2.043	2.499
7.004	0.563	2.044	2.501
7.002	0.563	2.045	2.502
7.005	0.563	2.044	2.502
7.006	0.563	2.046	2.500
7.005	0.563	2.044	2.502
7.005	0.563	2.045	2.501
7.002	0.562	2.045	2.500
7.003	0.562	2.045	2.501
7.004	0.563	2.047	2.502
7.005	0.563	2.044	2.502
7.003	0.563	2.045	2.502
7.003	0.563	2.044	2.502
7.003	0.563	2.048	2.501
7.005	0.563	2.045	2.501
7.006	0.565	2.046	2.500
7.004	0.564	2.044	2.501
7.004	0.564	2.043	2.500
7.005	0.563	2.045	2.502
7.003	0.563	2.045	2.500
7.005	0.563	2.045	2.501
7.007	0.563	2.045	2.501
7.003	0.563	2.045	2.502
7.004	0.564	2.045	2.501
7.004	0.563	2.044	2.501
7.007	0.563	2.044	2.501
7.004	0.563	2.045	2.502
7.004	0.563	2.047	2.500
7.002	0.563	2.042	2.500
7.006	0.563	2.045	2.501
7.004	0.563	2.044	2.501
7.006	0.563	2.045	2.501
7.008	0.564	2.047	2.502
7.005	0.563	2.043	2.501
7.004	0.563	2.048	2.502
7.005	0.563	2.043	2.501
7.003	0.563	2.046	2.503
7.005	0.562	2.045	2.504
7.002	0.563	2.046	2.502
7.005	0.564	2.045	2.501
7.003	0.563	2.045	2.502
7.005	0.564	2.046	2.501
7.005	0.563	2.046	2.502
7.005	0.563	2.046	2.501
7.002	0.563	2.044	2.501
7.004	0.563	2.046	2.501
7.007	0.563	2.045	2.501
7.007	0.563	2.046	2.502
7.006	0.563	2.047	2.502
7.005	0.563	2.047	2.503
7.003	0.563	2.046	2.503
7.005	0.563	2.041	2.504
7.005	0.563	2.046	2.501
7.007	0.563	2.047	2.502
7.004	0.563	2.047	2.502
7.004	0.563	2.047	2.502
7.004	0.563	2.045	2.502
7.006	0.563	2.047	2.501
7.004	0.563	2.045	2.503
7.006	0.563	2.044	2.501
7.002	0.562	2.045	2.503
7.002	0.563	2.046	2.502
7.006	0.562	2.045	2.503
7.008	0.563	2.044	2.504
7.001	0.564	2.046	2.503
7.005	0.563	2.046	2.502
7.005	0.563	2.045	2.502
7.004	0.564	2.045	2.502
7.006	0.564	2.046	2.502
7.005	0.563	2.046	2.501
7.002	0.563	2.045	2.502
7.004	0.563	2.045	2.503
7.004	0.564	2.044	2.504
7.007	0.564	2.045	2.503
7.007	0.564	2.045	2.503
7.003	0.564	2.043	2.501
7.003	0.564	2.044	2.502
7.004	0.563	2.046	2.502
7.005	0.563	2.048	2.502
7.005	0.563	2.045	2.501
7.007	0.563	2.046	2.502
7.004	0.562	2.045	2.501
7.004	0.563	2.046	2.501
7.005	0.564	2.044	2.502
7.002	0.563	2.045	2.503
7.004	0.564	2.043	2.503
7.006	0.563	2.045	2.503
7.002	0.563	2.048	2.503
7.006	0.563	2.045	2.504
7.005	0.562	2.046	2.502
7.003	0.563	2.045	2.501
7.005	0.563	2.046	2.503
7.006	0.563	2.046	2.503
7.004	0.563	2.045	2.503
7.007	0.564	2.047	2.503
7.007	0.563	2.043	2.503
7.004	0.563	2.047	2.503
7.005	0.563	2.046	2.504
7.005	0.563	2.045	2.503
7.002	0.563	2.047	2.503
7.005	0.563	2.045	2.501
7.008	0.563	2.044	2.502
7.001	0.562	2.046	2.502
7.002	0.563	2.047	2.502
7.003	0.563	2.047	2.502
7.005	0.563	2.046	2.502
7.005	0.563	2.046	2.503
7.000	0.563	2.045	2.501
7.007	0.563	2.045	2.501
7.004	0.564	2.045	2.503
7.006	0.562	2.043	2.501
7.007	0.563	2.045	2.502
7.005	0.563	2.047	2.500
7.002	0.563	2.045	2.501
7.003	0.563	2.045	2.501
7.004	0.563	2.046	2.503
7.006	0.563	2.045	2.503
7.007	0.564	2.046	2.504
7.002	0.562	2.046	2.503
7.003	0.563	2.046	2.503
7.005	0.564	2.046	2.501
7.003	0.564	2.045	2.501
7.007	0.563	2.043	2.501
7.005	0.564	2.042	2.501
7.002	0.563	2.042	2.501
7.006	0.563	2.044	2.502
7.005	0.563	2.046	2.500
7.007	0.563	2.043	2.500
7.004	0.563	2.046	2.500
7.004	0.563	2.045	2.501
7.003	0.563	2.046	2.504
7.004	0.562	2.046	2.502
7.007	0.563	2.045	2.502
7.006	0.562	2.044	2.502
7.006	0.562	2.046	2.502
7.003	0.563	2.043	2.501
7.006	0.563	2.048	2.502
7.004	0.563	2.043	2.502
7.005	0.563	2.045	2.501
7.008	0.563	2.045	2.501
7.004	0.563	2.046	2.500
7.002	0.563	2.046	2.501
7.006	0.563	2.043	2.502
7.002	0.563	2.047	2.502
7.004	0.563	2.043	2.501
7.005	0.563	2.045	2.501
7.005	0.563	2.047	2.501
7.004	0.563	2.046	2.503
7.006	0.563	2.046	2.502
7.003	0.563	2.044	2.501
7.003	0.563	2.045	2.503
7.004	0.563	2.042	2.501
7.005	0.563	2.046	2.502
7.004	0.563	2.043	2.503
7.005	0.563	2.048	2.503
7.006	0.563	2.044	2.503
7.002	0.563	2.045	2.501
7.003	0.563	2.044	2.501
7.005	0.563	2.045	2.502
7.007	0.562	2.043	2.502
7.006	0.564	2.045	2.503
7.003	0.563	2.045	2.502
7.001	0.563	2.044	2.503
7.008	0.564	2.046	2.501
7.004	0.564	2.048	2.502
7.007	0.564	2.045	2.504
7.003	0.564	2.046	2.502
7.005	0.563	2.045	2.502
7.003	0.564	2.046	2.503
7.005	0.563	2.045	2.503
7.006	0.563	2.048	2.502
7.002	0.563	2.047	2.503
7.004	0.563	2.046	2.503
7.004	0.563	2.046	2.503
7.004	0.563	2.048	2.503
7.007	0.563	2.045	2.502
7.007	0.563	2.045	2.502
7.002	0.563	2.046	2.502
7.006	0.563	2.045	2.504
7.005	0.564	2.048	2.503
7.006	0.563	2.047	2.503
7.005	0.563	2.047	2.502
7.002	0.563	2.046	2.502
7.003	0.564	2.047	2.502
7.003	0.563	2.047	2.504
7.004	0.563	2.047	2.501
7.004	0.563	2.048	2.504
7.004	0.563	2.046	2.504
7.003	0.563	2.046	2.503
7.002	0.563	2.046	2.504
7.007	0.563	2.046	2.501
7.006	0.564	2.045	2.503
7.004	0.563	2.046	2.501
7.004	0.563	2.044	2.502
7.005	0.563	2.046	2.503
7.001	0.564	2.045	2.502
7.004	0.563	2.046	2.503
7.002	0.562	2.050	2.501
7.004	0.563	2.046	2.503
7.003	0.563	2.048	2.503
7.006	0.563	2.046	2.502
7.003	0.563	2.047	2.501
7.006	0.563	2.047	2.502
7.005	0.563	2.048	2.501
7.005	0.563	2.045	2.503
7.005	0.564	2.046	2.502
7.006	0.564	2.046	2.503
7.007	0.563	2.045	2.503
7.005	0.564	2.045	2.503
7.005	0.563	2.046	2.503
7.002	0.563	2.046	2.503
7.005	0.563	2.047	2.500
7.007	0.563	2.044	2.501
7.003	0.563	2.042	2.504
7.004	0.564	2.046	2.503
7.003	0.563	2.047	2.503
7.005	0.563	2.047	2.502
7.006	0.563	2.044	2.502
7.008	0.563	2.048	2.502
7.005	0.563	2.045	2.502
7.004	0.563	2.045	2.502
7.003	0.563	2.048	2.501
7.003	0.564	2.047	2.504
7.007	0.563	2.046	2.503
7.005	0.564	2.044	2.501
7.003	0.563	2.045	2.502
7.006	0.563	2.050	2.504
7.002	0.563	2.047	2.501
7.005	0.563	2.045	2.503
7.007	0.563	2.047	2.502
7.005	0.562	2.047	2.503
7.003	0.563	2.045	2.503
7.003	0.564	2.045	2.503
7.002	0.564	2.043	2.502
7.006	0.563	2.049	2.503
7.006	0.563	2.044	2.501
7.004	0.564	2.048	2.502
7.002	0.563	2.045	2.501
7.004	0.563	2.047	2.502
7.005	0.564	2.045	2.501
7.005	0.563	2.045	2.502
7.003	0.564	2.045	2.503
7.002	0.564	2.046	2.503
7.005	0.564	2.045	2.503
7.005	0.563	2.046	2.502
7.004	0.564	2.045	2.503
7.002	0.564	2.045	2.503
7.002	0.563	2.047	2.502
7.004	0.563	2.045	2.501
7.006	0.564	2.046	2.503
7.006	0.564	2.047	2.503
7.005	0.563	2.047	2.503
7.004	0.563	2.047	2.503
7.003	0.563	2.045	2.502
7.003	0.563	2.047	2.503
7.005	0.563	2.047	2.504
7.004	0.564	2.046	2.504
7.003	0.564	2.046	2.503
7.002	0.563	2.045	2.503
7.005	0.563	2.047	2.503
7.007	0.563	2.047	2.503
7.003	0.563	2.046	2.501
7.002	0.564	2.044	2.502
7.004	0.563	2.046	2.503
7.003	0.563	2.045	2.502
7.003	0.563	2.046	2.504
7.007	0.563	2.045	2.504
7.006	0.563	2.047	2.503
7.002	0.563	2.044	2.504
7.003	0.563	2.044	2.502
7.003	0.564	2.047	2.503
7.005	0.563	2.045	2.502
7.004	0.563	2.045	2.504
7.006	0.563	2.048	2.501
7.004	0.563	2.043	2.504
7.004	0.563	2.047	2.504
7.005	0.563	2.046	2.503
7.006	0.563	2.048	2.504
7.005	0.564	2.047	2.505
7.003	0.563	2.043	2.502
7.004	0.563	2.047	2.504
7.005	0.563	2.045	2.502
7.006	0.563	2.044	2.502
7.007	0.564	2.047	2.503
7.005	0.563	2.046	2.501
7.002	0.563	2.043	2.503
7.005	0.563	2.045	2.503
7.002	0.563	2.046	2.503
7.004	0.563	2.045	2.503
7.004	0.563	2.043	2.502
7.003	0.563	2.043	2.504
7.002	0.563	2.046	2.503
7.004	0.563	2.045	2.502
7.006	0.563	2.047	2.500
7.005	0.563	2.048	2.503
7.001	0.563	2.049	2.503
7.003	0.563	2.046	2.503
7.005	0.563	2.050	2.503
7.007	0.563	2.045	2.503
7.005	0.563	2.047	2.503
7.002	0.563	2.050	2.504
7.005	0.563	2.044	2.503
7.005	0.563	2.048	2.503
7.004	0.563	2.047	2.502
7.005	0.564	2.044	2.502
7.004	0.563	2.047	2.502
7.003	0.563	2.046	2.502
7.004	0.563	2.044	2.501
7.004	0.563	2.042	2.502
7.006	0.563	2.047	2.502
7.005	0.563	2.048	2.504
7.004	0.563	2.045	2.504
7.002	0.563	2.045	2.502
7.006	0.564	2.045	2.503
7.007	0.564	2.044	2.505
7.003	0.563	2.047	2.503
7.003	0.563	2.046	2.503
7.005	0.562	2.046	2.502
7.006	0.563	2.047	2.503
7.004	0.563	2.046	2.503
7.006	0.563	2.046	2.504
7.006	0.564	2.048	2.504
7.006	0.563	2.048	2.503
7.005	0.563	2.046	2.504
7.005	0.563	2.048	2.503
7.004	0.563	2.048	2.503
7.005	0.563	2.048	2.504
7.006	0.563	2.048	2.505
7.004	0.563	2.048	2.504
7.006	0.563	2.046	2.504
7.005	0.563	2.047	2.504
7.005	0.563	2.048	2.503
7.004	0.563	2.043	2.502
7.004	0.563	2.047	2.503
7.004	0.563	2.048	2.503
7.005	0.564	2.045	2.503
7.008	0.563	2.045	2.501
7.004	0.563	2.045	2.503
7.004	0.563	2.046	2.502
7.004	0.564	2.047	2.499
7.004	0.564	2.047	2.500
7.006	0.564	2.046	2.500
7.005	0.563	2.044	2.499
7.001	0.563	2.046	2.501
7.003	0.563	2.047	2.501
7.006	0.563	2.046	2.501
